"","VehModel","Area","pure_premium","interaction","exposure"
"700","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Met. Florianopolis e Sul",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Met. Florianopolis e Sul",NA
"701","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Met. Porto Alegre e Caxias do Sul",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Met. Porto Alegre e Caxias do Sul",NA
"702","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Met. de Sao Paulo",175.356015278242,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Met. de Sao Paulo",223.3627397261
"703","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Met. do Rio de Janeiro",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Met. do Rio de Janeiro",NA
"704","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA
"705","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Oeste",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Oeste",NA
"706","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Para",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Para",NA
"707","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Paraiba",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Paraiba",NA
"708","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Pernambuco",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Pernambuco",NA
"709","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Piaui",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Piaui",NA
"710","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Ribeirao Preto e Demais Mun. de Campinas",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Ribeirao Preto e Demais Mun. de Campinas",NA
"711","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Rio Grande do Norte",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Rio Grande do Norte",NA
"712","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Rondonia",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Rondonia",NA
"713","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Roraima",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Roraima",NA
"714","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Sergipe",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Sergipe",NA
"715","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Sudeste de Goias",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Sudeste de Goias",NA
"716","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Sul",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Sul",NA
"717","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Tocantins",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Tocantins",NA
"718","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Triangulo mineiro",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Triangulo mineiro",NA
"719","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Vale do Aco-Norte-Vale Jequitinhonha",NA
"720","Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)","Vale do Paraiba e Ribeira",NA,"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.).Vale do Paraiba e Ribeira",NA
"721","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Acre",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Acre",NA
"722","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Alagoas",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Alagoas",NA
"723","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Amapa",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Amapa",NA
"724","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Amazonas",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Amazonas",NA
"725","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Bahia",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Bahia",NA
"726","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Blumenau e demais regioes",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Blumenau e demais regioes",NA
"727","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Brasilia",828.162055335969,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Brasilia",141.68
"728","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Ceara",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Ceara",NA
"729","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Demais regioes",584.632304421145,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Demais regioes",136.39
"730","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Espirito Santo",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Espirito Santo",NA
"731","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"732","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Goias",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Goias",NA
"733","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Grande Campinas",333.051931440266,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Grande Campinas",156.36
"734","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Interior",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Interior",NA
"735","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Litoral Norte e Baixada Santista",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Litoral Norte e Baixada Santista",NA
"736","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Maranhao",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Maranhao",NA
"737","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Mato Grosso",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Mato Grosso",NA
"738","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Mato Grosso do Sul",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Mato Grosso do Sul",NA
"739","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Met. Curitiba",438.32001496531,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Met. Curitiba",155.2427397261
"740","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Met. Florianopolis e Sul",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Met. Florianopolis e Sul",NA
"741","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Met. Porto Alegre e Caxias do Sul",473.706595199254,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Met. Porto Alegre e Caxias do Sul",171.64
"742","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Met. de Sao Paulo",664.890200452693,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Met. de Sao Paulo",1197.1254794522
"743","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Met. do Rio de Janeiro",926.540148397813,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Met. do Rio de Janeiro",364.810958903935
"744","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",419.492805991722,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",152.21
"745","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Oeste",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Oeste",NA
"746","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Para",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Para",NA
"747","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Paraiba",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Paraiba",NA
"748","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Pernambuco",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Pernambuco",NA
"749","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Piaui",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Piaui",NA
"750","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Ribeirao Preto e Demais Mun. de Campinas",638.014463469106,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Ribeirao Preto e Demais Mun. de Campinas",376.12
"751","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Rio Grande do Norte",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Rio Grande do Norte",NA
"752","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Rondonia",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Rondonia",NA
"753","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Roraima",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Roraima",NA
"754","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Sergipe",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Sergipe",NA
"755","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Sudeste de Goias",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Sudeste de Goias",NA
"756","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Sul",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Sul",NA
"757","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Tocantins",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Tocantins",NA
"758","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Triangulo mineiro",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Triangulo mineiro",NA
"759","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Vale do Aco-Norte-Vale Jequitinhonha",NA
"760","Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p","Vale do Paraiba e Ribeira",379.327629418373,"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p.Vale do Paraiba e Ribeira",115.71
"761","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Acre",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Acre",NA
"762","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Alagoas",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Alagoas",NA
"763","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Amapa",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Amapa",NA
"764","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Amazonas",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Amazonas",NA
"765","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Bahia",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Bahia",NA
"766","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Blumenau e demais regioes",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Blumenau e demais regioes",NA
"767","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Brasilia",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Brasilia",NA
"768","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Ceara",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Ceara",NA
"769","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Demais regioes",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Demais regioes",NA
"770","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Espirito Santo",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Espirito Santo",NA
"771","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"772","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Goias",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Goias",NA
"773","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Grande Campinas",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Grande Campinas",NA
"774","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Interior",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Interior",NA
"775","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Litoral Norte e Baixada Santista",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Litoral Norte e Baixada Santista",NA
"776","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Maranhao",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Maranhao",NA
"777","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Mato Grosso",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Mato Grosso",NA
"778","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Mato Grosso do Sul",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Mato Grosso do Sul",NA
"779","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Met. Curitiba",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Met. Curitiba",NA
"780","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Met. Florianopolis e Sul",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Met. Florianopolis e Sul",NA
"781","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Met. Porto Alegre e Caxias do Sul",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Met. Porto Alegre e Caxias do Sul",NA
"782","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Met. de Sao Paulo",207.849666983825,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Met. de Sao Paulo",105.1
"783","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Met. do Rio de Janeiro",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Met. do Rio de Janeiro",NA
"784","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA
"785","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Oeste",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Oeste",NA
"786","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Para",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Para",NA
"787","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Paraiba",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Paraiba",NA
"788","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Pernambuco",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Pernambuco",NA
"789","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Piaui",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Piaui",NA
"790","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Ribeirao Preto e Demais Mun. de Campinas",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Ribeirao Preto e Demais Mun. de Campinas",NA
"791","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Rio Grande do Norte",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Rio Grande do Norte",NA
"792","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Rondonia",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Rondonia",NA
"793","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Roraima",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Roraima",NA
"794","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Sergipe",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Sergipe",NA
"795","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Sudeste de Goias",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Sudeste de Goias",NA
"796","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Sul",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Sul",NA
"797","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Tocantins",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Tocantins",NA
"798","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Triangulo mineiro",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Triangulo mineiro",NA
"799","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Vale do Aco-Norte-Vale Jequitinhonha",NA
"800","Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p","Vale do Paraiba e Ribeira",NA,"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p.Vale do Paraiba e Ribeira",NA
"801","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Acre",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Acre",NA
"802","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Alagoas",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Alagoas",NA
"803","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Amapa",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Amapa",NA
"804","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Amazonas",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Amazonas",NA
"805","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Bahia",1197.91752671896,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Bahia",218.01
"806","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Blumenau e demais regioes",1025.56187941905,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Blumenau e demais regioes",178.108219177835
"807","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Brasilia",726.855339509315,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Brasilia",294.69
"808","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Ceara",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Ceara",NA
"809","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Demais regioes",1184.92810421439,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Demais regioes",362.33
"810","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Espirito Santo",1178.37394898105,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Espirito Santo",140.34
"811","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"812","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Goias",2067.45609981516,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Goias",173.12
"813","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Grande Campinas",714.009181991854,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Grande Campinas",371.1254794522
"814","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Interior",1166.62548389754,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Interior",121.41
"815","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Litoral Norte e Baixada Santista",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Litoral Norte e Baixada Santista",NA
"816","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Maranhao",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Maranhao",NA
"817","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Mato Grosso",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Mato Grosso",NA
"818","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Mato Grosso do Sul",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Mato Grosso do Sul",NA
"819","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Met. Curitiba",1745.21487351417,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Met. Curitiba",328.1
"820","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Met. Florianopolis e Sul",677.83243887895,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Met. Florianopolis e Sul",134.16
"821","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Met. Porto Alegre e Caxias do Sul",1706.25041121126,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Met. Porto Alegre e Caxias do Sul",303.98
"822","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Met. de Sao Paulo",1223.89068977034,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Met. de Sao Paulo",2545.05
"823","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Met. do Rio de Janeiro",1894.5152800117,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Met. do Rio de Janeiro",683.9
"824","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",1391.67289390041,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",367.9154794522
"825","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Oeste",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Oeste",NA
"826","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Para",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Para",NA
"827","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Paraiba",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Paraiba",NA
"828","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Pernambuco",713.915620846476,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Pernambuco",141.9327397261
"829","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Piaui",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Piaui",NA
"830","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Ribeirao Preto e Demais Mun. de Campinas",817.939420024748,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Ribeirao Preto e Demais Mun. de Campinas",929.35
"831","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Rio Grande do Norte",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Rio Grande do Norte",NA
"832","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Rondonia",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Rondonia",NA
"833","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Roraima",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Roraima",NA
"834","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Sergipe",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Sergipe",NA
"835","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Sudeste de Goias",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Sudeste de Goias",NA
"836","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Sul",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Sul",NA
"837","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Tocantins",NA,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Tocantins",NA
"838","Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p","Triangulo mineiro",2713.41258048539,"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p.Triangulo mineiro",100.95
